algorithm,RQ,experiment_id,iteration,no_datapoints,no_features,preprocessing_energy(J),preprocessing_time(s),train_energy(J),train_time(s),predict_energy(J),predict_time(s),datatype,accuracy,precision,recall,f1
SVM,2.1,2,10,3119,8169,0.011146169,1.452507973,0.362662129,1.859853745,0.152380614,1.644272089,float64,0.835575486,0.445054945,0.9,0.595588235
Decision Tree,2.1,29,15,389,8169,0.006482282,1.442029715,0.011204744,1.456744194,0.011642885,1.456787825,float64,0.898809524,0.666666667,0.52173913,0.585365854
AdaBoost,2.2,119,25,3900,7352,0.016723965,1.464329243,1.134689082,2.274887323,0.140009342,1.517708063,float64,0.968301435,0.913043478,0.84375,0.877030162
Decision Tree,2.1,29,5,389,8169,0.010147117,1.44019413,0.010130305,1.434036255,0.011591897,1.468624115,float64,0.898809524,0.6875,0.47826087,0.564102564
Random Forest,2.1,81,21,3509,8169,0.010249007,1.46084404,1.163256598,3.135482788,0.069301837,1.526199102,float64,0.972093023,0.99382716,0.797029703,0.884615385
Decision Tree,2.1,27,6,1169,8169,0.006268075,1.453264713,0.046138417,1.475785971,0.021342207,1.45526123,float64,0.948207171,0.805970149,0.805970149,0.805970149
AdaBoost,2.1,110,2,3900,8169,0.000860217,1.429338932,0.672813339,2.393265963,0.06955781,1.508279085,float64,0.968899522,0.913461538,0.848214286,0.87962963
AdaBoost,2.1,107,26,1169,8169,0.009938435,1.426002979,0.192709418,1.679018974,0.033256352,1.505752087,float64,0.960159363,0.873015873,0.820895522,0.846153846
KNN,2.1,67,12,1169,8169,0.009713129,1.449970245,0.004979163,1.450248241,0.048040957,1.501709938,float64,0.916334661,0.727272727,0.597014925,0.655737705
Random Forest,2.2,96,7,3900,4901,0.027722477,1.47227788,1.722708348,2.95939517,0.072320908,1.53744626,float64,0.977870813,0.994708995,0.839285714,0.910411622
SVM,2.2,13,0,3900,2451,0.015780317,1.457931042,0.309352227,1.835777044,0.162297478,1.646836996,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,64,27,2340,8169,0.010327474,1.449894905,0.007039392,1.442851782,0.116757015,1.583809853,float64,0.90329013,0.67961165,0.52238806,0.5907173
Decision Tree,2.1,24,26,2340,8169,0.017044547,1.432713985,0.049995618,1.499243021,0.03657232,1.480312109,float64,0.947158524,0.818897638,0.776119403,0.796934866
Bagging Classifier,2.1,122,15,3119,8169,0.006477094,1.438057899,0.345349702,1.952810049,0.063333797,1.503974915,float64,0.961136024,0.926666667,0.772222222,0.842424242
Random Forest,2.1,87,2,1169,8169,0.010538098,1.427499056,0.398668384,1.912300825,0.043176071,1.471583843,float64,0.956175299,1,0.671641791,0.803571429
Decision Tree,2.2,34,4,3900,3268,0.025081268,1.449858904,0.121854564,1.548676014,0.059202419,1.485968113,float64,0.96291866,0.875,0.84375,0.859090909
Decision Tree,2.2,33,27,3900,2451,0.027087586,1.447163105,0.073991536,1.519040108,0.060568962,1.484892845,float64,0.961124402,0.866359447,0.839285714,0.85260771
Bagging Classifier,2.1,124,24,2340,8169,0.007288695,1.447347403,0.275791048,1.748893976,0.041287648,1.490158081,float64,0.953140578,0.891891892,0.73880597,0.808163265
Decision Tree,2.2,35,13,3900,4084,0.027778428,1.470901728,0.104729079,1.53229785,0.045723012,1.482354164,float64,0.961722488,0.86036036,0.852678571,0.856502242
SVM,2.1,1,16,3509,8169,0.011209398,1.441011906,0.392147677,1.92924428,0.234398087,1.640981913,float64,0.804651163,0.398678414,0.896039604,0.551829268
Bagging Classifier,2.1,121,4,3509,8169,0.010121853,1.439216852,0.369326889,2.023244143,0.046159956,1.477678061,float64,0.956810631,0.882681564,0.782178218,0.829396325
AdaBoost,2.2,112,8,3900,1633,0.024702936,1.48368001,0.300561507,1.793608904,0.065746888,1.506537199,float64,0.970095694,0.910377358,0.861607143,0.885321101
Random Forest,2.2,93,19,3900,2451,0.024589058,1.471979141,1.263818175,2.669105768,0.07465557,1.557690144,float64,0.976674641,0.994652406,0.830357143,0.905109489
SVM,2.1,7,18,1169,8169,0.006882065,1.446347952,0.059653589,1.519547224,0.042295929,1.484037161,float64,0.832669323,0.437956204,0.895522388,0.588235294
Decision Tree,2.2,37,10,3900,5718,0.025562485,1.493616819,0.103408079,1.544988871,0.061002391,1.513620377,float64,0.963516746,0.872146119,0.852678571,0.862302483
AdaBoost,2.1,110,3,3900,8169,0.003748979,1.388999939,18.35105556,2.366421223,0.471537112,1.489995003,float64,0.968301435,0.913043478,0.84375,0.877030162
AdaBoost,2.2,116,1,3900,4901,0.026541309,1.438788176,0.496843927,2.046465874,0.060399976,1.510816097,float64,0.969497608,0.913875598,0.852678571,0.88221709
AdaBoost,2.2,119,7,3900,7352,0.016125706,1.449985027,0.844678662,2.283841848,0.068690135,1.508500814,float64,0.968301435,0.913043478,0.84375,0.877030162
Bagging Classifier,2.1,127,19,1169,8169,0.010437356,1.433335066,0.124765055,1.587493896,0.02907018,1.471446991,float64,0.952191235,0.877192982,0.746268657,0.806451613
SVM,2.2,17,25,3900,5718,0.025544813,1.465315104,0.615141925,2.009145021,0.275930148,1.679656029,float64,0.828349282,0.431965443,0.892857143,0.58224163
SVM,2.1,9,26,389,8169,0.00873185,1.479374886,0.00663413,1.45762825,0.023152771,1.443313122,float64,0.797619048,0.387755102,0.826086957,0.527777778
Decision Tree,2.2,36,16,3900,4901,0.026523907,1.472038984,0.108812861,1.552756071,0.059878054,1.503258944,float64,0.96291866,0.875,0.84375,0.859090909
Bagging Classifier,2.1,121,9,3509,8169,0.010456761,1.443958998,0.503523943,2.039051056,0.055273361,1.489453077,float64,0.956810631,0.882681564,0.782178218,0.829396325
KNN,2.2,78,14,3900,6535,0.026962617,1.459338903,0.065671961,1.423722029,0.210074443,1.739820957,float64,0.889354067,0.975609756,0.178571429,0.301886792
KNN,2.1,63,19,2730,8169,0.010591383,1.457871914,0.007082976,1.454159975,0.152025193,1.61621809,float64,0.913675214,0.712121212,0.598726115,0.650519031
Bagging Classifier,2.2,132,19,3900,1633,0.029279104,1.452871799,0.291779281,1.695918798,0.076265338,1.48849678,float64,0.964114833,0.901960784,0.821428571,0.859813084
Random Forest,2.1,83,12,2730,8169,0.016992328,1.446045876,0.845701098,2.705003023,0.070916878,1.517690897,float64,0.974358974,0.992248062,0.815286624,0.895104895
KNN,2.1,65,16,1950,8169,0.009933844,1.457154989,0.006643073,1.430404902,0.101509719,1.541658163,float64,0.898325359,0.658823529,0.5,0.568527919
AdaBoost,2.2,120,10,3900,8169,0.000875426,1.436837196,0.905347705,2.398441076,0.055950794,1.51777482,float64,0.968301435,0.913043478,0.84375,0.877030162
Bagging Classifier,2.2,135,3,3900,4084,0.027305906,1.463191032,0.450947278,1.958629847,0.060107772,1.523184299,float64,0.960526316,0.898989899,0.794642857,0.843601896
Bagging Classifier,2.2,135,9,3900,4084,0.030864636,1.444576025,1.035055651,1.992987871,0.062321433,1.499554873,float64,0.965311005,0.915,0.816964286,0.863207547
Decision Tree,2.1,21,22,3509,8169,0.023808077,1.434993982,0.082654657,1.566457033,0.05239282,1.505668163,float64,0.96013289,0.88172043,0.811881188,0.845360825
Bagging Classifier,2.2,140,17,3900,8169,0.000812066,1.433215141,0.459256109,2.145056009,0.059726741,1.516638994,float64,0.960526316,0.903061224,0.790178571,0.842857143
SVM,2.1,4,5,2340,8169,0.011135432,1.463305235,0.228998693,1.636291027,0.103781073,1.541093826,float64,0.80558325,0.395904437,0.865671642,0.543325527
Random Forest,2.1,82,17,3119,8169,0,1.439081192,1.614905573,2.962057114,0.080474727,1.517305851,float64,0.97309417,1,0.8,0.888888889
Bagging Classifier,2.1,128,5,779,8169,0.017762366,1.443375826,0.194626372,1.529181004,0.050202963,1.41621089,float64,0.967164179,1,0.755555556,0.860759494
Bagging Classifier,2.1,125,12,1950,8169,0.007431054,1.450200081,0.235682945,1.72439909,0.04363612,1.453192949,float64,0.953349282,0.87628866,0.758928571,0.813397129
Random Forest,2.2,95,20,3900,4084,0.027511527,1.448878765,1.555332089,2.789075851,0.09050655,1.510971785,float64,0.9784689,0.989583333,0.848214286,0.913461538
KNN,2.1,63,27,2730,8169,0.01047777,1.42174983,0.007449958,1.439023972,0.143490855,1.592045784,float64,0.913675214,0.712121212,0.598726115,0.650519031
Random Forest,2.2,93,9,3900,2451,0.024952112,1.45936203,0.988553541,2.665969133,0.091214267,1.537531137,float64,0.977870813,1,0.834821429,0.909975669
Random Forest,2.2,96,12,3900,4901,0.017572034,1.457860708,0.930909678,2.939287901,0.088114208,1.542649031,float64,0.976674641,0.984293194,0.839285714,0.906024096
SVM,2.2,16,3,3900,4901,0.016393112,1.464922905,0.551647788,1.998711109,0.294857726,1.693643093,float64,0.828349282,0.431965443,0.892857143,0.58224163
AdaBoost,2.2,111,14,3900,817,0.027925036,1.459889889,0.230209918,1.69477725,0.053750636,1.515532017,float64,0.965909091,0.903381643,0.834821429,0.86774942
Bagging Classifier,2.1,121,6,3509,8169,0.006967227,1.472769976,0.412400145,2.089038849,0.053756214,1.502517223,float64,0.961461794,0.9,0.801980198,0.848167539
Decision Tree,2.1,25,28,1950,8169,0.010750053,1.451565266,0.053213031,1.507094145,0.033640745,1.457345009,float64,0.955741627,0.894736842,0.758928571,0.821256039
KNN,2.2,78,25,3900,6535,0.02374528,1.449796915,0.010027024,1.458765984,0.242692659,1.757027149,float64,0.889354067,0.975609756,0.178571429,0.301886792
Bagging Classifier,2.2,136,17,3900,4901,0.02441661,1.457996845,0.494343349,2.003079176,0.059702013,1.50578475,float64,0.962320574,0.904522613,0.803571429,0.85106383
Bagging Classifier,2.2,137,20,3900,5718,0.068926467,1.450325966,0.663896119,2.052057743,0.069877845,1.493817091,float64,0.962320574,0.900497512,0.808035714,0.851764706
Random Forest,2.2,91,12,3900,817,0.026511493,1.459566832,0.540738254,2.090059996,0.082527148,1.542263031,float64,0.975478469,0.979057592,0.834821429,0.901204819
Decision Tree,2.1,25,17,1950,8169,0.011457933,1.436949015,0.073270516,1.503593922,0.026481526,1.462992907,float64,0.960526316,0.883495146,0.8125,0.846511628
SVM,2.2,18,21,3900,6535,0.026804082,1.470635891,0.484191586,1.999487877,0.215034509,1.702045918,float64,0.828349282,0.431965443,0.892857143,0.58224163
Bagging Classifier,2.2,134,0,3900,3268,0.025106433,1.479878902,0.403542677,1.90103507,0.071629025,1.495631933,float64,0.964114833,0.905940594,0.816964286,0.85915493
Random Forest,2.2,93,8,3900,2451,0.017195327,1.459063053,1.275421484,2.660921812,0.08718926,1.527371883,float64,0.975478469,0.994594595,0.821428571,0.899755501
KNN,2.1,65,8,1950,8169,0.037920428,1.421948195,0.004169307,1.452085018,0.078608,1.52619791,float64,0.898325359,0.658823529,0.5,0.568527919
Bagging Classifier,2.1,121,16,3509,8169,0.007127409,1.429111958,0.378288337,2.022628784,0.056913923,1.499867916,float64,0.961461794,0.887096774,0.816831683,0.850515464
Decision Tree,2.1,22,29,3119,8169,0.010506594,1.457117081,0.106706094,1.529525042,0.067074532,1.475520134,float64,0.958146487,0.860465116,0.822222222,0.840909091
KNN,2.1,68,23,779,8169,0.012701739,1.452589035,0.0070482,1.449489832,0.032561613,1.490221739,float64,0.898507463,0.657142857,0.511111111,0.575
Decision Tree,2.2,36,3,3900,4901,0.026692086,1.465380907,0.094783971,1.55437994,0.054441237,1.496313095,float64,0.95992823,0.865116279,0.830357143,0.84738041
KNN,2.2,76,16,3900,4901,0.026014864,1.44875598,0.00940422,1.441752911,0.248439623,1.755735874,float64,0.879784689,1,0.102678571,0.186234818
Decision Tree,2.1,22,12,3119,8169,0.010804637,1.434283018,0.08779389,1.514531851,0.049206286,1.470159769,float64,0.957399103,0.851428571,0.827777778,0.83943662
Decision Tree,2.1,29,0,389,8169,0.00919973,1.457550049,0.009071943,1.481965065,0.014306481,1.470475912,float64,0.904761905,0.684210526,0.565217391,0.619047619
SVM,2.1,9,7,389,8169,0.010374766,1.451587915,0.012794578,1.458333015,0.01406253,1.473293066,float64,0.797619048,0.387755102,0.826086957,0.527777778
Decision Tree,2.2,38,18,3900,6535,0.026745973,1.446139097,0.111974408,1.55295825,0.042471072,1.493309021,float64,0.961124402,0.856502242,0.852678571,0.85458613
Decision Tree,2.1,23,27,2730,8169,0.010009048,1.452847958,0.073815724,1.523777008,0.039953671,1.491826773,float64,0.955555556,0.847682119,0.815286624,0.831168831
KNN,2.1,62,15,3119,8169,0.010455069,1.439827204,0.006401544,1.442534208,0.18625324,1.639848948,float64,0.912556054,0.711409396,0.588888889,0.6443769
Bagging Classifier,2.1,123,22,2730,8169,0.011032004,1.458314896,0.393319648,1.885035992,0.042675008,1.488188744,float64,0.964957265,0.914285714,0.815286624,0.861952862
AdaBoost,2.1,107,2,1169,8169,0.006608049,1.445067644,0.236863966,1.675946951,0.053097116,1.480190039,float64,0.960159363,0.873015873,0.820895522,0.846153846
Decision Tree,2.1,27,17,1169,8169,0.006785244,1.454220772,0.03823646,1.479233027,0.031150804,1.460202932,float64,0.952191235,0.830769231,0.805970149,0.818181818
SVM,2.2,13,27,3900,2451,0.01619053,1.450536013,0.281081303,1.850488901,0.134597295,1.653095961,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,69,29,389,8169,0.006309135,1.459624052,0.003674235,1.457717896,0.08546698,1.40342021,float64,0.857142857,0.461538462,0.260869565,0.333333333
KNN,2.2,76,19,3900,4901,0.016890394,1.467579842,0.01146623,1.446114063,0.26767621,1.722527981,float64,0.879784689,1,0.102678571,0.186234818
SVM,2.2,17,7,3900,5718,0.02527112,1.456020117,0.496527642,2.046688795,0.26298266,1.674057007,float64,0.828349282,0.431965443,0.892857143,0.58224163
Random Forest,2.1,88,20,779,8169,0.010475443,1.428051949,0.213828951,1.738341808,0.119839196,1.457128048,float64,0.964179104,1,0.733333333,0.846153846
SVM,2.1,4,19,2340,8169,0.010864502,1.449805021,0.221167507,1.659415007,0.108902058,1.55785799,float64,0.80558325,0.395904437,0.865671642,0.543325527
SVM,2.2,11,18,3900,817,0.024970803,1.470089912,0.224918654,1.728466988,0.112179671,1.573844194,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,62,2,3119,8169,0.011027727,1.433635235,0.011938127,1.457691193,0.182402025,1.646879196,float64,0.912556054,0.711409396,0.588888889,0.6443769
KNN,2.2,77,13,3900,5718,0.016605468,1.457737923,0.007767434,1.453459024,0.246876867,1.750945091,float64,0.88576555,1,0.147321429,0.256809339
KNN,2.1,69,2,389,8169,0.00609453,1.468262911,0.003765555,1.438415051,0.015377535,1.478982687,float64,0.857142857,0.461538462,0.260869565,0.333333333
Bagging Classifier,2.2,133,20,3900,2451,0.026007615,1.436913967,0.328255646,1.784222841,0.058767357,1.511223078,float64,0.961722488,0.9,0.803571429,0.849056604
KNN,2.2,76,12,3900,4901,0.0255781,1.471864939,0.014105422,1.46750021,0.265531248,1.731719732,float64,0.879784689,1,0.102678571,0.186234818
KNN,2.2,76,20,3900,4901,0.025342289,1.454163074,0.014792889,1.426002979,0.492499321,1.727567911,float64,0.879784689,1,0.102678571,0.186234818
Bagging Classifier,2.2,135,16,3900,4084,0.01651712,1.482301235,0.560865071,1.954306126,0.086362103,1.506681919,float64,0.965909091,0.911330049,0.825892857,0.866510539
SVM,2.1,5,15,1950,8169,0.115915096,1.426692963,0.122236043,1.5835042,0.061153662,1.510994911,float64,0.820574163,0.416666667,0.848214286,0.558823529
SVM,2.1,1,1,3509,8169,0.010968557,1.457713842,0.414157252,1.913410902,0.190463022,1.677682877,float64,0.804651163,0.398678414,0.896039604,0.551829268
AdaBoost,2.1,103,24,2730,8169,0.011761555,1.428462982,0.921409511,2.038841963,0.041631826,1.481810093,float64,0.956410256,0.873239437,0.789808917,0.829431438
Random Forest,2.2,93,5,3900,2451,0.025625984,1.447972059,0.788156027,2.646504879,0.093502801,1.555502892,float64,0.976076555,1,0.821428571,0.901960784
Bagging Classifier,2.1,128,27,779,8169,0.006446224,1.453518867,0.083082241,1.55410099,0.021653133,1.462700129,float64,0.958208955,0.918918919,0.755555556,0.829268293
SVM,2.1,1,15,3509,8169,0.011393477,1.445781946,0.308794164,1.944177151,0.188510376,1.671199083,float64,0.804651163,0.398678414,0.896039604,0.551829268
Decision Tree,2.1,23,24,2730,8169,0.010529683,1.466314077,0.069880647,1.544775963,0.039267465,1.499667168,float64,0.952136752,0.834437086,0.802547771,0.818181818
Decision Tree,2.2,40,10,3900,8169,0.000880509,1.424880028,0.093414528,1.555794001,0.075504477,1.516171932,float64,0.962320574,0.864253394,0.852678571,0.858426966
Bagging Classifier,2.1,126,13,1559,8169,0.010475667,1.457742214,0.213298539,1.648903131,0.026500751,1.468415976,float64,0.950672646,0.901408451,0.711111111,0.795031056
SVM,2.1,9,2,389,8169,0.009784769,1.450691223,0.012013116,1.467509031,0.018952761,1.447501183,float64,0.797619048,0.387755102,0.826086957,0.527777778
Decision Tree,2.1,22,18,3119,8169,0.009721824,1.44649601,0.093068049,1.549751043,0.047387611,1.472348213,float64,0.958893871,0.861271676,0.827777778,0.844192635
AdaBoost,2.1,103,29,2730,8169,0.006720281,1.463976145,0.398892467,2.022924662,0.053233718,1.498857021,float64,0.95982906,0.876712329,0.815286624,0.844884488
KNN,2.2,77,8,3900,5718,0.024676898,1.454302788,0.009587747,1.446862698,0.25993707,1.737640142,float64,0.88576555,1,0.147321429,0.256809339
Random Forest,2.1,89,14,389,8169,0.006302504,1.456384182,0.181329248,1.621772766,0.031547274,1.437617779,float64,0.922619048,1,0.434782609,0.606060606
Random Forest,2.2,95,12,3900,4084,0.025004255,1.457479239,1.513343418,2.889621973,0.115081507,1.515837908,float64,0.977272727,0.984375,0.84375,0.908653846
Random Forest,2.2,97,9,3900,5718,0.03041159,1.455046892,1.679423941,3.121165991,0.080225254,1.54211092,float64,0.977272727,0.979381443,0.848214286,0.909090909
Decision Tree,2.1,27,10,1169,8169,0.009779392,1.464287043,0.029270669,1.46421504,0.021709714,1.463302135,float64,0.950199203,0.818181818,0.805970149,0.812030075
AdaBoost,2.2,120,9,3900,8169,0.000838343,1.407830954,0.934541191,2.375762939,0.078392506,1.520559072,float64,0.968899522,0.913461538,0.848214286,0.87962963
KNN,2.1,61,23,3509,8169,0.010997136,1.44602704,0.009480041,1.453709841,0.21024519,1.68845582,float64,0.922259136,0.717948718,0.693069307,0.705289673
SVM,2.1,2,11,3119,8169,0.019254937,1.406386852,0.686766834,1.84842515,0.317238619,1.608989,float64,0.835575486,0.445054945,0.9,0.595588235
AdaBoost,2.2,114,1,3900,3268,0.016770132,1.457982779,0.654103844,1.885050058,0.106106434,1.54230094,float64,0.967703349,0.908653846,0.84375,0.875
SVM,2.2,16,20,3900,4901,0.046760458,1.437301159,1.08906711,1.979888916,0.509807613,1.672250986,float64,0.828349282,0.431965443,0.892857143,0.58224163
KNN,2.1,70,8,3900,8169,0.00092718,1.425612926,0.014085443,1.45067811,0.261710718,1.728606939,float64,0.93361244,0.792746114,0.683035714,0.73381295
Bagging Classifier,2.1,130,17,3900,8169,0.000902172,1.412996054,0.748787279,2.17951417,0.059849293,1.523813963,float64,0.960526316,0.887254902,0.808035714,0.845794393
KNN,2.2,74,23,3900,3268,0.026043753,1.461161137,0.007597417,1.435751915,0.321419769,1.710240841,float64,0.868421053,1,0.017857143,0.035087719
Random Forest,2.1,84,19,2340,8169,0.011649154,1.454849958,1.072785018,2.483012199,0.061112269,1.523272038,float64,0.963110668,1,0.723880597,0.83982684
AdaBoost,2.1,108,11,779,8169,0.006720807,1.438691139,0.184902794,1.633275747,0.035986447,1.460071802,float64,0.970149254,0.906976744,0.866666667,0.886363636
Random Forest,2.1,85,20,1950,8169,0.007902365,1.474130154,2.095527169,2.284686804,0.079168216,1.514951944,float64,0.972488038,1,0.794642857,0.885572139
